Year,Month,City1,City2,PaxToCity2,PaxFromCity2,FreightToCity2,FreightFromCity2,MailToCity2,MailFromCity2
2015,9,BHOPAL,HYDERABAD,316,609,,,,
2015,10,BHOPAL,HYDERABAD,306,788,,,,
2015,11,BHOPAL,HYDERABAD,828,857,,,,
2015,12,BHOPAL,HYDERABAD,798,620,,,,
2016,1,BHOPAL,HYDERABAD,584,561,,,,
2016,2,BHOPAL,HYDERABAD,383,452,,,,
2016,3,BHOPAL,HYDERABAD,63,45,,,,
2016,4,BHOPAL,HYDERABAD,319,252,,,,
2016,5,BHOPAL,HYDERABAD,338,226,,,,
2016,6,BHOPAL,HYDERABAD,274,154,,,,
2016,7,BHOPAL,HYDERABAD,205,219,,,,
2016,8,BHOPAL,HYDERABAD,236,237,,,,
2016,9,BHOPAL,HYDERABAD,189,148,,,,
2016,10,BHOPAL,HYDERABAD,174,256,,,,
2017,4,BHOPAL,HYDERABAD,0,1124,,,,
2017,5,BHOPAL,HYDERABAD,147,1689,,,,
2017,6,BHOPAL,HYDERABAD,934,451,,,,
2017,7,BHOPAL,HYDERABAD,882,183,,,,
2017,8,BHOPAL,HYDERABAD,766,711,,,,
2017,9,BHOPAL,HYDERABAD,136,62,,,,
2018,5,BHOPAL,HYDERABAD,672,548,0,0,0,0
2018,6,BHOPAL,HYDERABAD,566,505,0,0,0,0
2018,7,BHOPAL,HYDERABAD,713,731,0,0,0,0
2018,8,BHOPAL,HYDERABAD,632,657,0,0,0,0
2018,9,BHOPAL,HYDERABAD,442,454,0,0,0,0
2018,10,BHOPAL,HYDERABAD,130,107,0,0.01,0,0
2019,1,BHOPAL,HYDERABAD,4885,4216,0,0.02,0,0
2019,2,BHOPAL,HYDERABAD,5913,4622,0.06,0.98,0,0
2019,3,BHOPAL,HYDERABAD,6297,4807,0.73,2.84,0,0
2019,4,BHOPAL,HYDERABAD,5634,4882,1.65,4.17,0,0
2019,5,BHOPAL,HYDERABAD,6336,4580,0.33,3.22,0,0
2019,6,BHOPAL,HYDERABAD,6206,5392,0.04,4.52,0,0
2019,7,BHOPAL,HYDERABAD,5929,5152,0.58,2.78,0,0
2019,8,BHOPAL,HYDERABAD,5733,5163,0.61,6.81,0,0
2019,9,BHOPAL,HYDERABAD,3022,3153,2.06,7.3,0,0
2019,10,BHOPAL,HYDERABAD,5143,4836,7.95,6.66,0,0
2019,11,BHOPAL,HYDERABAD,4111,3998,1.47,2.45,0,0.08
2019,12,BHOPAL,HYDERABAD,4223,4124,1.73,3.93,0,0.02
2020,1,BHOPAL,HYDERABAD,3028,2986,0.71,1.32,0,0
2020,2,BHOPAL,HYDERABAD,2074,2128,0,0.33,0,0
2020,3,BHOPAL,HYDERABAD,1429,1613,0.02,0.35,0,0
2020,5,BHOPAL,HYDERABAD,16,60,0,0,0,0
2020,6,BHOPAL,HYDERABAD,476,1305,0,0.42,0,0.11
2020,7,BHOPAL,HYDERABAD,1358,2081,0.09,0.22,0,0.22
2020,8,BHOPAL,HYDERABAD,1322,1381,0.03,0.77,0,1.18
2020,9,BHOPAL,HYDERABAD,1375,1431,0.1,1.32,1.5,0.98
2020,10,BHOPAL,HYDERABAD,1849,1861,0.05,0.35,0.12,1.16
2020,11,BHOPAL,HYDERABAD,1883,1944,0.07,0.51,0.2,1.2
2020,12,BHOPAL,HYDERABAD,2213,1867,0,0.17,0.39,0.71
2021,1,BHOPAL,HYDERABAD,1793,1609,0,0.19,0.57,0.12
2021,2,BHOPAL,HYDERABAD,1822,1754,0.03,0.23,0.37,0.01
2021,3,BHOPAL,HYDERABAD,1610,1639,0.01,1.23,0.55,0
2021,4,BHOPAL,HYDERABAD,1509,1073,0.06,1.16,0.48,0
2021,6,BHOPAL,HYDERABAD,1693,975,0.03,0.05,1.16,0.14
2021,7,BHOPAL,HYDERABAD,1901,1366,0.01,0.66,1.02,0
2021,8,BHOPAL,HYDERABAD,1947,1588,0.01,1.3,0.96,0
2021,9,BHOPAL,HYDERABAD,1696,1203,0.04,0.44,0.92,0.01
2021,10,BHOPAL,HYDERABAD,2048,1706,0.07,1.09,0.78,0.19
2021,11,BHOPAL,HYDERABAD,2059,1804,0,0.38,0.49,0.58
2021,12,BHOPAL,HYDERABAD,2256,1758,0.02,0.14,0.45,0.2
2022,1,BHOPAL,HYDERABAD,1675,1241,0.01,0.1,1.14,0.01
2022,2,BHOPAL,HYDERABAD,2126,1554,0.02,0.48,0.96,0.06
2022,3,BHOPAL,HYDERABAD,2260,1914,0,0.49,1.31,0.14
2022,4,BHOPAL,HYDERABAD,2783,2422,0,0.56,1.04,0.99
2022,5,BHOPAL,HYDERABAD,2791,2345,0.01,0.66,0.95,0.87
2022,6,BHOPAL,HYDERABAD,2855,2583,0.01,1.06,1.17,0.07
2022,7,BHOPAL,HYDERABAD,2499,2310,0.03,1.14,1.17,0.69
2022,8,BHOPAL,HYDERABAD,1921,1857,0.04,0.64,0.95,0.7
2022,9,BHOPAL,HYDERABAD,2089,2099,0,0.71,0.68,0.54
2022,10,BHOPAL,HYDERABAD,2017,2089,0.04,0.01,0.44,0.02
2022,11,BHOPAL,HYDERABAD,2168,2118,0.05,0.17,0.49,0.06
2022,12,BHOPAL,HYDERABAD,2325,2178,0,0.51,0.66,0.01
2023,1,BHOPAL,HYDERABAD,2255,2163,0,0.28,0.7,0
2023,2,BHOPAL,HYDERABAD,2106,2057,0.04,0.08,0.49,0
2023,3,BHOPAL,HYDERABAD,2266,2172,0.01,0.15,0.55,0.02
2023,4,BHOPAL,HYDERABAD,2177,2209,0,0.24,0.61,0.03
2023,5,BHOPAL,HYDERABAD,2196,2307,0.01,0.52,0.17,0.01
2023,6,BHOPAL,HYDERABAD,1956,2199,0.01,0.29,0,0.22
2023,7,BHOPAL,HYDERABAD,2156,1956,0.05,0.13,0,0.2
2023,8,BHOPAL,HYDERABAD,2193,2146,0,0.2,0.01,0.24
2023,9,BHOPAL,HYDERABAD,2179,1832,0.01,0.41,0,0.35
2023,10,BHOPAL,HYDERABAD,2105,2214,0.07,0.28,0,0.17
2023,11,BHOPAL,HYDERABAD,1956,2087,0.03,0.07,0,0.09
2023,12,BHOPAL,HYDERABAD,2293,2144,0.01,0.17,0,0.05
2024,1,BHOPAL,HYDERABAD,2211,2213,0.01,0.18,0,0.02
2024,2,BHOPAL,HYDERABAD,2032,2014,0,0.17,0,0.12
2024,3,BHOPAL,HYDERABAD,2071,2077,0.01,0.09,0,0
2024,4,BHOPAL,HYDERABAD,1984,2173,0.05,0.3,0,0.02
2024,6,BHOPAL,HYDERABAD,1765,1827,0,0.31,0,0.08
2024,7,BHOPAL,HYDERABAD,2162,1975,0.02,0.28,0,0.05
2024,8,BHOPAL,HYDERABAD,1986,1907,0.01,0.22,0,0.08
2024,9,BHOPAL,HYDERABAD,1941,1896,0.03,0.3,0,0.33
2024,10,BHOPAL,HYDERABAD,1965,2162,0.01,0.25,0,0.73
2024,11,BHOPAL,HYDERABAD,2236,2136,0,0.21,0,0.64
2024,12,BHOPAL,HYDERABAD,2294,2232,0.01,0.19,0,0.69
2025,1,BHOPAL,HYDERABAD,3652,3666,0,0.08,0,0.99
2025,2,BHOPAL,HYDERABAD,4040,4014,0.05,0.05,0,0.37
2025,3,BHOPAL,HYDERABAD,4145,4387,0,0.15,0,1.04
2025,4,BHOPAL,HYDERABAD,5639,6180,0.1,0.22,0.47,1.98
2025,5,BHOPAL,HYDERABAD,6094,5678,0,0.12,0.71,2.12
2025,6,BHOPAL,HYDERABAD,6035,5747,0,0.37,0.68,1.98
2025,7,BHOPAL,HYDERABAD,4083,4106,0,0.78,0.43,1.73
2025,8,BHOPAL,HYDERABAD,2283,2114,0,0.02,0.48,0.9
2025,9,BHOPAL,HYDERABAD,2116,2091,0.07,0.02,0.41,1.45
2025,10,BHOPAL,HYDERABAD,3872,3817,0.02,0.27,0.59,0.94
2025,11,BHOPAL,HYDERABAD,3193,3084,0.01,0.03,0.6,0.72
2025,12,BHOPAL,HYDERABAD,3151,2742,0,0.17,0.77,0.49
2026,1,BHOPAL,HYDERABAD,2900,2704,0.01,0.14,0.52,0.28
2026,2,BHOPAL,HYDERABAD,1914,2088,0,0.05,0.64,0.08
2026,3,BHOPAL,HYDERABAD,2188,2247,0,0.01,0.68,0.77
2026,4,BHOPAL,HYDERABAD,4002,3719,0,0.37,0.81,2.86
2015,4,BHOPAL,INDORE,33,0,,,,
2015,5,BHOPAL,INDORE,121,0,,,,
2015,6,BHOPAL,INDORE,109,0,,,,
2015,7,BHOPAL,INDORE,102,0,,,,
2015,8,BHOPAL,INDORE,97,0,,,,
2015,9,BHOPAL,INDORE,105,0,,,,
2015,10,BHOPAL,INDORE,84,0,,,,
2015,11,BHOPAL,INDORE,90,0,,,,
2015,12,BHOPAL,INDORE,85,0,,,,
2016,1,BHOPAL,INDORE,99,0,,,,
2016,2,BHOPAL,INDORE,111,0,,,,
2016,3,BHOPAL,INDORE,86,0,,,,
2018,8,BHOPAL,INDORE,1,0,0,0,0,0
2019,2,BHOPAL,INDORE,103,0,0,0,0,0
2019,3,BHOPAL,INDORE,16,0,0,0,0,0
2019,7,BHOPAL,INDORE,80,0,0,0,0,0
2019,10,BHOPAL,INDORE,0,8,0,0,0,0.32
2019,12,BHOPAL,INDORE,0,2,0,0,0,0
2020,2,BHOPAL,INDORE,0,61,0,0,0,0
2020,10,BHOPAL,INDORE,0,1,0,0,0,0
2020,12,BHOPAL,INDORE,0,52,0,0,0,0
2021,1,BHOPAL,INDORE,0,156,0,0,0,0
2021,7,BHOPAL,INDORE,0,84,0,0,0,0
2021,8,BHOPAL,INDORE,0,208,0,0,0,0
2021,9,BHOPAL,INDORE,118,0,0,0,0,0
2021,10,BHOPAL,INDORE,0,107,0,0,0,0
2022,7,BHOPAL,INDORE,0,40,0,0,0,0
2022,9,BHOPAL,INDORE,107,0,0,0,0,0
2023,1,BHOPAL,INDORE,0,117,0,0,0,0
2023,4,BHOPAL,INDORE,0,152,0,0,0,0
2023,5,BHOPAL,INDORE,0,26,0,0,0,0
2023,7,BHOPAL,INDORE,0,154,0,0,0,0
2024,2,BHOPAL,INDORE,0,115,0,0,0,0
2024,8,BHOPAL,INDORE,104,104,0,0,0,0
2025,4,BHOPAL,INDORE,148,0,0,0,0,0
2025,5,BHOPAL,INDORE,197,5,0,0,0,0
2025,9,BHOPAL,INDORE,0,8,0,0,0,0
2025,12,BHOPAL,INDORE,0,2,0,0,0,0
2026,2,BHOPAL,INDORE,0,170,0,0,0,0
2026,3,BHOPAL,INDORE,119,0,0,0,0,0
2016,5,BHOPAL,JABALPUR,463,0,,,,
2016,6,BHOPAL,JABALPUR,1134,0,,,,
2016,7,BHOPAL,JABALPUR,1111,0,,,,
2016,8,BHOPAL,JABALPUR,544,703,,,,
2016,9,BHOPAL,JABALPUR,582,729,,,,
2016,10,BHOPAL,JABALPUR,1193,0,,,,
2016,11,BHOPAL,JABALPUR,734,398,,,,
2016,12,BHOPAL,JABALPUR,768,801,,,,
2017,1,BHOPAL,JABALPUR,774,811,,,,
2017,2,BHOPAL,JABALPUR,706,257,,,,
2017,3,BHOPAL,JABALPUR,744,768,,,,
2017,4,BHOPAL,JABALPUR,1112,0,,,,
2017,5,BHOPAL,JABALPUR,476,22,,,,
2017,6,BHOPAL,JABALPUR,225,90,,,,
2017,7,BHOPAL,JABALPUR,70,14,,,,
2017,9,BHOPAL,JABALPUR,48,0,,,,
2025,3,BHOPAL,JABALPUR,498,811,0,0,0,0
2025,4,BHOPAL,JABALPUR,501,289,0,0,0,0
2025,5,BHOPAL,JABALPUR,551,278,0,0,0,0
2025,6,BHOPAL,JABALPUR,424,252,0,0,0,0
2025,12,BHOPAL,JABALPUR,22,0,0,0,0,0
2018,5,BHOPAL,JAIPUR,138,0,0,0,0,0
2018,6,BHOPAL,JAIPUR,130,0,0,0,0,0
2018,7,BHOPAL,JAIPUR,93,0,0,0,0,0
2018,8,BHOPAL,JAIPUR,98,0,0,0,0,0
2018,9,BHOPAL,JAIPUR,63,0,0,0,0,0
2018,10,BHOPAL,JAIPUR,1152,0,0,0,0,0
2018,11,BHOPAL,JAIPUR,0,2350,0,0,0,0
2018,12,BHOPAL,JAIPUR,0,2547,0,0,0,0
2019,1,BHOPAL,JAIPUR,2805,2163,0,0,0,0
2019,2,BHOPAL,JAIPUR,1992,4363,0,0,0,0
2019,3,BHOPAL,JAIPUR,2403,2236,0,0,0,0
2019,4,BHOPAL,JAIPUR,1278,1103,0,0,0,0
2019,5,BHOPAL,JAIPUR,1387,1244,0,0,0,0
2019,6,BHOPAL,JAIPUR,1258,1188,0,0,0,0
2019,7,BHOPAL,JAIPUR,1129,910,0,0,0,0
2019,8,BHOPAL,JAIPUR,1142,972,0,0,0,0
2019,9,BHOPAL,JAIPUR,1105,865,0,0,0,0
2019,10,BHOPAL,JAIPUR,2463,2158,0.37,0.01,0,0
2019,11,BHOPAL,JAIPUR,972,884,0,0,0,0
2019,12,BHOPAL,JAIPUR,2006,1776,1.19,0,0,0
2020,1,BHOPAL,JAIPUR,2578,2199,2.55,0.05,0,0
2020,2,BHOPAL,JAIPUR,3012,2607,2.2,0,0,0
2020,3,BHOPAL,JAIPUR,1745,1567,1.15,0,0,0
2021,12,BHOPAL,JAIPUR,0,65,0,0,0,0
2023,4,BHOPAL,JAIPUR,547,432,0,0,0,0
2023,5,BHOPAL,JAIPUR,848,799,0,0,0,0
2023,6,BHOPAL,JAIPUR,803,808,0,0,0,0
2023,7,BHOPAL,JAIPUR,878,714,0,0,0,0
2023,8,BHOPAL,JAIPUR,954,831,0,0,0,0
2023,9,BHOPAL,JAIPUR,911,858,0,0,0,0
2023,10,BHOPAL,JAIPUR,874,1025,0.01,0,0,0
2023,11,BHOPAL,JAIPUR,1859,1777,0,0.05,0,0
2023,12,BHOPAL,JAIPUR,2219,2166,0.01,0.02,0,0
2024,1,BHOPAL,JAIPUR,2139,1925,0,0,0,0
2024,2,BHOPAL,JAIPUR,1888,1753,0,0,0,0
2024,3,BHOPAL,JAIPUR,1446,1503,0,0,0,0
2024,4,BHOPAL,JAIPUR,1055,1117,0,0,0,0
2024,6,BHOPAL,JAIPUR,1043,1207,0,0,0,0
2024,7,BHOPAL,JAIPUR,955,1068,0,0,0,0
2024,8,BHOPAL,JAIPUR,1176,1071,0,0,0,0
2024,9,BHOPAL,JAIPUR,1201,1056,0,0,0,0
2024,10,BHOPAL,JAIPUR,1077,940,0,0,0,0
2024,11,BHOPAL,JAIPUR,1141,1067,0.04,0,0,0
2024,12,BHOPAL,JAIPUR,1272,1277,0,0.01,0,0
2025,1,BHOPAL,JAIPUR,1227,1261,0,0,0,0
2025,2,BHOPAL,JAIPUR,1104,971,0,0,0,0
2025,3,BHOPAL,JAIPUR,1049,912,0,0,0,0
2025,3,BHOPAL,KANNUR,143,0,0,0,0,0
2019,1,BHOPAL,KOCHI,0,16,0,0,0,0
2019,2,BHOPAL,KOCHI,0,49,0,0,0,0
2019,3,BHOPAL,KOCHI,0,32,0,0,0,0
2019,4,BHOPAL,KOCHI,0,56,0,0,0,0
2019,5,BHOPAL,KOCHI,0,5,0,0,0,0
2019,6,BHOPAL,KOCHI,0,106,0,0,0,0
2019,7,BHOPAL,KOCHI,0,84,0,0,0,0
2019,8,BHOPAL,KOCHI,0,28,0,0,0,0
2019,9,BHOPAL,KOCHI,0,74,0,0,0,0
2019,10,BHOPAL,KOCHI,0,86,0,0,0,0
2021,10,BHOPAL,KOCHI,9,4,0,0,0,0
2021,11,BHOPAL,KOCHI,370,368,0,0.03,0.21,0
2021,12,BHOPAL,KOCHI,549,417,0.14,0.14,0.2,0
2022,1,BHOPAL,KOCHI,376,447,0,0.01,0.39,0
2022,2,BHOPAL,KOCHI,198,263,0,0.05,0.43,0
2022,3,BHOPAL,KOCHI,421,478,0.1,0.1,0.66,0
2022,4,BHOPAL,KOCHI,429,441,0.1,0.02,0.66,0
2022,5,BHOPAL,KOCHI,759,763,0.41,0.06,0.62,0
2022,6,BHOPAL,KOCHI,674,740,0.1,0.17,0.63,0
2022,7,BHOPAL,KOCHI,527,665,0,0.17,0.38,0
2022,8,BHOPAL,KOCHI,667,655,0.2,0.02,0.43,0
2022,9,BHOPAL,KOCHI,635,687,0.2,0.03,0.45,0
2022,10,BHOPAL,KOCHI,726,683,0,0.39,0.25,0
2022,11,BHOPAL,KOCHI,584,752,0,0.01,0,0
2022,12,BHOPAL,KOCHI,765,698,0.18,0.02,0,0
2023,1,BHOPAL,KOCHI,456,656,0,0.02,0,0
2023,2,BHOPAL,KOCHI,523,512,0,0.04,0,0
2023,3,BHOPAL,KOCHI,394,430,0,0,0,0
2023,4,BHOPAL,KOCHI,667,585,0,0.01,0,0
2023,5,BHOPAL,KOCHI,780,682,0.11,0.01,0,0
2023,6,BHOPAL,KOCHI,478,556,0,0.23,0,0
2023,7,BHOPAL,KOCHI,324,317,0.13,0.26,0,0
2023,8,BHOPAL,KOCHI,402,373,0.09,0.01,0,0
2023,9,BHOPAL,KOCHI,391,295,0.1,0.19,0,0
2023,10,BHOPAL,KOCHI,488,471,0,0.11,0,0
2023,11,BHOPAL,KOCHI,306,305,0,0.01,0,0
2023,12,BHOPAL,KOCHI,356,210,0,0.53,0,0
2024,1,BHOPAL,KOCHI,260,358,0.01,0.06,0,0
2024,2,BHOPAL,KOCHI,348,274,0.04,0.01,0,0
2024,3,BHOPAL,KOCHI,600,382,0.88,0.17,0,0
2020,9,BHOPAL,KOLKATA,513,801,0.21,0.27,0,0
2020,10,BHOPAL,KOLKATA,847,1086,0.13,0.99,0.13,0
2021,1,BHOPAL,KOLKATA,151,0,0,0,0,0
2023,10,BHOPAL,KOLKATA,164,0,0,0,0,0
2015,7,BHOPAL,LUCKNOW,58,0,,,,
2015,8,BHOPAL,LUCKNOW,65,0,,,,
2015,9,BHOPAL,LUCKNOW,76,0,,,,
2015,10,BHOPAL,LUCKNOW,90,0,,,,
2015,11,BHOPAL,LUCKNOW,204,0,,,,
2016,3,BHOPAL,LUCKNOW,43,0,,,,
2017,7,BHOPAL,LUCKNOW,1206,1021,,,,
2017,8,BHOPAL,LUCKNOW,1547,1117,,,,
2017,9,BHOPAL,LUCKNOW,1328,1603,,,,
2017,10,BHOPAL,LUCKNOW,1519,1118,,,,
2017,11,BHOPAL,LUCKNOW,1642,1179,,,,
2017,12,BHOPAL,LUCKNOW,1650,1232,,,,
2018,1,BHOPAL,LUCKNOW,1916,1612,,,,
2018,2,BHOPAL,LUCKNOW,1618,988,,,,
2018,3,BHOPAL,LUCKNOW,1762,1301,0,0,0,0
2018,4,BHOPAL,LUCKNOW,1548,912,0,0,0,0
2018,5,BHOPAL,LUCKNOW,1536,1515,0,0,0,0
2018,6,BHOPAL,LUCKNOW,1451,1445,0,0,0,0
2018,7,BHOPAL,LUCKNOW,1493,778,0,0,0,0
2018,8,BHOPAL,LUCKNOW,908,1407,0,0,0,0
2018,9,BHOPAL,LUCKNOW,811,825,0,0,0,0
2018,11,BHOPAL,LUCKNOW,1412,0,0,0,0,0
2020,9,BHOPAL,LUCKNOW,47,72,0,0.19,0,0
2021,2,BHOPAL,LUCKNOW,892,1164,0.05,0,0,0
2021,3,BHOPAL,LUCKNOW,954,961,0.06,0.01,0.77,0
2022,2,BHOPAL,LUCKNOW,167,0,0,0,0,0
2022,7,BHOPAL,LUCKNOW,160,0,0,0,0,0
2023,10,BHOPAL,LUCKNOW,0,123,0,0,0,0
2023,12,BHOPAL,LUCKNOW,12,0,0,0,0,0
2024,1,BHOPAL,LUCKNOW,7,5,0,0,0,0
2024,3,BHOPAL,LUCKNOW,72,78,0,0,0,0
2024,4,BHOPAL,LUCKNOW,1216,1092,0,0,0,0
2024,6,BHOPAL,LUCKNOW,971,1205,0,0,0,0
2024,7,BHOPAL,LUCKNOW,1163,1134,0,0.01,0,0
2024,8,BHOPAL,LUCKNOW,1099,1187,0,0.04,0,0
2024,9,BHOPAL,LUCKNOW,1236,1165,0,0,0,0
2024,10,BHOPAL,LUCKNOW,1206,1018,0,0.02,0,0.16
2024,11,BHOPAL,LUCKNOW,1236,1263,0,0,0,0.2
2024,12,BHOPAL,LUCKNOW,1223,1366,0,0,0,0.14
2025,1,BHOPAL,LUCKNOW,1322,1301,0,0,0,0.08
2025,2,BHOPAL,LUCKNOW,1205,1208,0,0,0,0.05
2025,3,BHOPAL,LUCKNOW,1123,1107,0,0.01,0,0.01
2015,4,BHOPAL,MUMBAI,12475,12034,,,,
2015,5,BHOPAL,MUMBAI,12950,10936,,,,
2015,6,BHOPAL,MUMBAI,12166,10576,,,,
2015,7,BHOPAL,MUMBAI,12816,11203,,,,
2015,8,BHOPAL,MUMBAI,12302,10677,,,,
2015,9,BHOPAL,MUMBAI,11268,9531,,,,
2015,10,BHOPAL,MUMBAI,21197,9888,,,,
2015,11,BHOPAL,MUMBAI,12732,10985,,,,
2015,12,BHOPAL,MUMBAI,15000,12247,,,,
2016,1,BHOPAL,MUMBAI,14089,11848,,,,
2016,2,BHOPAL,MUMBAI,13189,10842,,,,
2016,3,BHOPAL,MUMBAI,12457,9972,,,,
2016,4,BHOPAL,MUMBAI,12836,12920,,,,
2016,5,BHOPAL,MUMBAI,16440,12628,,,,
2016,6,BHOPAL,MUMBAI,14647,12219,,,,
2016,7,BHOPAL,MUMBAI,15831,14327,,,,
2016,8,BHOPAL,MUMBAI,16055,13249,,,,
2016,9,BHOPAL,MUMBAI,14979,12769,,,,
2016,10,BHOPAL,MUMBAI,12898,13666,,,,
2016,11,BHOPAL,MUMBAI,13656,11008,,,,
2016,12,BHOPAL,MUMBAI,14054,12303,,,,
2017,1,BHOPAL,MUMBAI,13167,11906,,,,
2017,2,BHOPAL,MUMBAI,11905,10711,,,,
2017,3,BHOPAL,MUMBAI,12418,11119,,,,
2017,4,BHOPAL,MUMBAI,11629,11121,,,,
2017,5,BHOPAL,MUMBAI,14289,11696,,,,
2017,6,BHOPAL,MUMBAI,12849,11210,,,,
2017,7,BHOPAL,MUMBAI,13091,10974,,,,
2017,8,BHOPAL,MUMBAI,12839,11149,,,,
2017,9,BHOPAL,MUMBAI,11767,10214,,,,
2017,10,BHOPAL,MUMBAI,12258,11241,,,,
2017,11,BHOPAL,MUMBAI,12883,10642,,,,
2017,12,BHOPAL,MUMBAI,13883,11753,,,,
2018,1,BHOPAL,MUMBAI,13259,11456,,,,
2018,2,BHOPAL,MUMBAI,11792,10523,,,,
2018,3,BHOPAL,MUMBAI,12670,10863,21.48,38.82,8.19,23.03
2018,4,BHOPAL,MUMBAI,13104,14073,21.48,37,5.45,20.57
2018,5,BHOPAL,MUMBAI,14625,11802,24.05,41.25,4.05,21.65
2018,6,BHOPAL,MUMBAI,13803,13194,23.68,43.09,4.6,21.84
2018,7,BHOPAL,MUMBAI,11603,11399,18.46,53.98,3.08,24.56
2018,8,BHOPAL,MUMBAI,11272,11031,24.16,51.13,1.88,24.31
2018,9,BHOPAL,MUMBAI,11520,11084,20.57,57.08,2.06,22.7
2018,10,BHOPAL,MUMBAI,12640,13121,21.89,81.9,3.99,22.35
2018,11,BHOPAL,MUMBAI,14386,12544,26.48,61.87,4.36,23.02
2018,12,BHOPAL,MUMBAI,16141,15048,22.92,48.1,5.75,30.04
2019,1,BHOPAL,MUMBAI,15629,15412,25.04,40.99,5.78,39.35
2019,2,BHOPAL,MUMBAI,14770,15056,15.24,46.06,5.13,29.17
2019,3,BHOPAL,MUMBAI,12186,11823,11.17,34.69,8.23,17.39
2019,4,BHOPAL,MUMBAI,18323,19267,7.43,33.37,4.45,14.3
2019,5,BHOPAL,MUMBAI,25719,24948,8.3,39.42,4.95,11.51
2019,6,BHOPAL,MUMBAI,22929,21632,7.95,40.84,5.51,8.51
2019,7,BHOPAL,MUMBAI,18413,18680,8.36,47.51,3.17,10.56
2019,8,BHOPAL,MUMBAI,19094,19175,7.25,48.84,3.66,11.87
2019,9,BHOPAL,MUMBAI,18005,17214,7.34,51.23,3.49,14.32
2019,10,BHOPAL,MUMBAI,18054,20960,8.33,48.47,5.41,15.62
2019,11,BHOPAL,MUMBAI,16557,15408,6.14,36.71,2.83,23.62
2019,12,BHOPAL,MUMBAI,16442,15535,10.01,40.64,3.64,24.78
2020,1,BHOPAL,MUMBAI,15638,15127,17.91,34.25,3.58,26.17
2020,2,BHOPAL,MUMBAI,15032,14699,14.54,34.17,2.61,21.79
2020,3,BHOPAL,MUMBAI,8544,9833,17.32,22.28,1.49,11.75
2020,5,BHOPAL,MUMBAI,41,180,0,0.01,0.04,0
2020,6,BHOPAL,MUMBAI,581,807,0.06,0.14,0,0
2020,7,BHOPAL,MUMBAI,979,1506,0.12,4.4,0,1
2020,8,BHOPAL,MUMBAI,2244,1866,0.34,4.96,0,6.68
2020,9,BHOPAL,MUMBAI,3103,2710,0.59,5.04,0.24,11.73
2020,10,BHOPAL,MUMBAI,5231,5573,1.08,9.58,1.19,15.94
2020,11,BHOPAL,MUMBAI,9715,10335,1.11,29.17,1.85,13.62
2020,12,BHOPAL,MUMBAI,12953,9536,1.53,33.33,2.1,11.23
2021,1,BHOPAL,MUMBAI,12677,10348,1.08,26.77,2.37,16.7
2021,2,BHOPAL,MUMBAI,11888,10265,1.55,26.39,2.19,14.58
2021,3,BHOPAL,MUMBAI,9312,8092,2.05,26.89,2.25,16.03
2021,4,BHOPAL,MUMBAI,3672,4414,1.34,36.71,1.45,13.07
2021,6,BHOPAL,MUMBAI,4144,4904,1.21,34.4,4.03,10.05
2021,7,BHOPAL,MUMBAI,7692,7646,2.05,43.5,4.36,12.34
2021,8,BHOPAL,MUMBAI,10291,9732,6.12,41.5,3.95,11.29
2021,9,BHOPAL,MUMBAI,11032,9323,6.88,46.12,3.9,12.39
2021,10,BHOPAL,MUMBAI,13140,13957,5.4,42.92,3.9,6.98
2021,11,BHOPAL,MUMBAI,14431,13369,5.14,46.55,3.75,12.86
2021,12,BHOPAL,MUMBAI,15664,13605,6.35,55.06,1.99,15.32
2022,1,BHOPAL,MUMBAI,6929,7545,6.83,48.86,3.55,15.33
2022,2,BHOPAL,MUMBAI,9444,9468,4.31,36.83,3.34,17.8
2022,3,BHOPAL,MUMBAI,15027,14961,5.37,40.75,3.1,19.45
2022,4,BHOPAL,MUMBAI,12782,12663,8.86,36.87,2.75,13
2022,5,BHOPAL,MUMBAI,14316,12928,7.63,55.61,2.4,15.67
2022,6,BHOPAL,MUMBAI,12842,11251,6.87,59.27,2.73,11.18
2022,7,BHOPAL,MUMBAI,12079,11142,7.36,70.59,3.07,15.52
2022,8,BHOPAL,MUMBAI,13248,11887,6.46,64.66,2.6,18.85
2022,9,BHOPAL,MUMBAI,12693,12117,7.39,59.51,2.8,19.52
2022,10,BHOPAL,MUMBAI,11771,13254,11.2,53.78,2.55,15.87
2022,11,BHOPAL,MUMBAI,14878,13239,10,48.86,3.01,18.03
2022,12,BHOPAL,MUMBAI,14976,14486,11.5,49.8,3.54,20.09
2023,1,BHOPAL,MUMBAI,14149,14037,10.2,58.34,3.52,23.73
2023,2,BHOPAL,MUMBAI,13779,14062,8.66,56.58,3.26,22.78
2023,3,BHOPAL,MUMBAI,14547,14367,11.3,67.69,3.22,41.43
2023,4,BHOPAL,MUMBAI,13326,13755,9.75,60.25,3.21,35.06
2023,5,BHOPAL,MUMBAI,13621,13527,13.43,59.03,3.55,30.76
2023,6,BHOPAL,MUMBAI,13721,13055,15.32,51.27,3.71,37.11
2023,7,BHOPAL,MUMBAI,13360,13415,18.39,55.83,4.64,45.49
2023,8,BHOPAL,MUMBAI,13315,13439,17.87,53.66,4.17,43.4
2023,9,BHOPAL,MUMBAI,12486,12180,20.32,46.9,3.61,35.59
2023,10,BHOPAL,MUMBAI,11721,13048,16.73,44.88,3.88,29.51
